X 01
125.436344	9.795879
125.438669	9.765564
125.435467	9.742827
125.436653	9.722256
125.447772	9.691945
125.457796	9.660551	
X 02	
125.432461	9.673533
125.454594	9.637814
125.46347	9.618329	
X 03	
125.438669	9.765564
125.462937	9.745003
125.481704	9.725522	
X 04	
125.463328	9.651892
125.467907	9.608586
125.468039	9.577188
125.469234	9.554453
125.473726	9.531718
125.477183	9.493825
125.48167	9.472173
125.490564	9.448358
125.498371	9.421294
125.505076	9.395312
125.518406	9.361754
125.525097	9.33902	
X 05	
125.562486	9.334704
125.591132	9.318475	
X 06	
125.521822	9.333605
125.542924	9.281645
125.545291	9.241586
125.557559	9.199366
125.556629	9.159306
125.562384	9.097596
125.565895	9.046711
125.573767	9.004489
125.586021	8.965517	
X 07	
125.590575	9.189635
125.619403	9.130099
125.641668	9.062981
125.647364	9.015345
125.650843	8.972039
125.665255	8.942812	
X 08	
125.39372	8.953531
125.428067	8.888583
125.453557	8.83879
125.478942	8.813898	
X 09	
125.726309	8.799922
125.773759	8.75555
125.81128	8.719837
125.853175	8.689538
125.888412	8.674395	
X 10	
125.868523	8.699288
125.91699	8.674406	
X 11	
126.143865	6.998496
126.182649	6.923806
126.215878	6.863189
126.246836	6.819894
126.284394	6.775519
126.302071	6.753872	
X 12	
125.192335	9.010833
125.225451	8.977283
125.277261	8.941575
125.300447	8.916683	
X 13	
125.326945	8.888543
125.372124	8.861494
125.418379	8.839859	
X 14	
125.255555	8.875523
125.28105	8.824646
125.298832	8.778098
125.356183	8.731565	
X 15	
125.397163	7.87301
125.407379	7.796144
125.403378	7.701948
125.389326	7.645643
125.381837	7.596919
125.376591	7.537369
125.363675	7.472403
125.346407	7.396608	
X 16	
125.300213	6.61922
125.372966	6.569445
125.426997	6.528325
125.491961	6.501283
125.548077	6.487231
125.580047	6.464507
125.624127	6.437457	
X 17	
124.972303	6.705704
125.034005	6.67
125.07918	6.644034
125.168311	6.62025	
X 18	
124.700219	6.585418
